id_articolo,url_articolo,titolo,data_pubblicazione_iso,n_words_body
business/2026/feb/19/british-gas-owner-centrica-pauses-share-buyback-profits-plummet,https://www.theguardian.com/business/2026/feb/19/british-gas-owner-centrica-pauses-share-buyback-profits-plummet,Centrica boss to get £3.6m bonus despite sharp fall in profits,2026-02-19T08:25:39Z,825
sport/2026/feb/19/winter-olympics-briefing-shiffrins-sublime-showing-delivers-release-of-emotion,https://www.theguardian.com/sport/2026/feb/19/winter-olympics-briefing-shiffrins-sublime-showing-delivers-release-of-emotion,Winter Olympics briefing: Shiffrin’s sublime showing delivers release of emotion,2026-02-19T08:00:02Z,1250
commentisfree/2026/feb/19/keir-starmer-labour-win-next-election-pm,https://www.theguardian.com/commentisfree/2026/feb/19/keir-starmer-labour-win-next-election-pm,"If Keir Starmer is ousted, Labour could still win the next election. Here’s how that would work",2026-02-19T07:00:59Z,917
australia-news/live/2026/feb/19/tony-burke-syria-camp-jobs-figures-angus-taylor-anthony-albanese-coalition-labor-accc-coles-ntwnfb,https://www.theguardian.com/australia-news/live/2026/feb/19/tony-burke-syria-camp-jobs-figures-angus-taylor-anthony-albanese-coalition-labor-accc-coles-ntwnfb,Coles admits in court to strong-arming supplier amid ‘Down Down’ campaign – as it happened,2026-02-19T06:44:40Z,8377
commentisfree/2026/feb/19/the-us-is-dragging-europe-back-to-the-days-of-white-supremacism-our-leaders-are-playing-along,https://www.theguardian.com/commentisfree/2026/feb/19/the-us-is-dragging-europe-back-to-the-days-of-white-supremacism-our-leaders-are-playing-along,The US is dragging Europe back to the days of white supremacism. Our leaders are playing along,2026-02-19T05:00:56Z,1024
us-news/live/2026/feb/18/us-politics-latest-news-updates-donald-trump-colbert-cbs,https://www.theguardian.com/us-news/live/2026/feb/18/us-politics-latest-news-updates-donald-trump-colbert-cbs,White House says Trump wants diplomacy with Iran as US reportedly could be ready for military attack – as it happened,2026-02-19T02:51:43Z,7291
world/2026/feb/19/ukraine-war-briefing-trump-sees-conflict-as-very-unfair-for-war-dead-and-us-taxpayers-says-white-house,https://www.theguardian.com/world/2026/feb/19/ukraine-war-briefing-trump-sees-conflict-as-very-unfair-for-war-dead-and-us-taxpayers-says-white-house,"Ukraine war briefing: Trump sees conflict as ‘very unfair’ for war dead and US taxpayers, says White House",2026-02-19T02:08:22Z,800
sport/live/2026/feb/18/winter-olympics-2026-day-12-live-updates-slalom-slopestyle-curling-biathlon,https://www.theguardian.com/sport/live/2026/feb/18/winter-olympics-2026-day-12-live-updates-slalom-slopestyle-curling-biathlon,Winter Olympics 2026: USA defeat Sweden in men’s ice hockey and glory for Shiffrin on day 12 – as it happened,2026-02-18T23:04:30Z,6063
australia-news/2026/feb/19/morning-mail-thursday-ntwnfb,https://www.theguardian.com/australia-news/2026/feb/19/morning-mail-thursday-ntwnfb,"Morning Mail: Lake Cargelligo suspect’s past revealed, supermarket ‘per unit’ prices under scrutiny, shark attack spike",2026-02-18T20:23:22Z,893
education/2026/feb/18/anne-parry-obituary,https://www.theguardian.com/education/2026/feb/18/anne-parry-obituary,Anne Parry obituary,2026-02-18T19:55:58Z,518
commentisfree/2026/feb/18/the-guardian-view-on-uk-eu-defence-moving-in-the-right-direction-much-too-slowly,https://www.theguardian.com/commentisfree/2026/feb/18/the-guardian-view-on-uk-eu-defence-moving-in-the-right-direction-much-too-slowly,"The Guardian view on UK-EU defence: moving in the right direction, much too slowly",2026-02-18T18:30:41Z,576
news/2026/feb/18/rios-bloodiest-day-inside-the-20-february-guardian-weekly,https://www.theguardian.com/news/2026/feb/18/rios-bloodiest-day-inside-the-20-february-guardian-weekly,Rio’s bloodiest day: inside the 20 February Guardian Weekly,2026-02-18T18:00:40Z,592
politics/live/2026/feb/18/keir-starmer-labour-youth-unemployment-minimum-wage-eluned-morgan-wales-robert-jenrick-reform-conservatives-kemi-badenoch-uk-politics-latest,https://www.theguardian.com/politics/live/2026/feb/18/keir-starmer-labour-youth-unemployment-minimum-wage-eluned-morgan-wales-robert-jenrick-reform-conservatives-kemi-badenoch-uk-politics-latest,UK politics: Starmer says Reform’s pledge to restore two-child benefit cap in full is ‘shameful’ – as it happened,2026-02-18T17:45:08Z,6545
music/2026/feb/18/bono-lambasts-ice-putin-netanyahu-and-more-as-u2-release-first-collection-of-new-songs-since-2017,https://www.theguardian.com/music/2026/feb/18/bono-lambasts-ice-putin-netanyahu-and-more-as-u2-release-first-collection-of-new-songs-since-2017,"Bono lambasts ICE, Putin, Netanyahu and more as U2 release first collection of new songs since 2017",2026-02-18T17:00:57Z,1254
sport/2026/feb/18/soft-toys-jagged-edge-russia-circling-winter-olympics-los-angeles-2028,https://www.theguardian.com/sport/2026/feb/18/soft-toys-jagged-edge-russia-circling-winter-olympics-los-angeles-2028,Soft toys and a jagged edge: how Russia is circling the Winter Olympics,2026-02-18T17:00:56Z,989
world/live/2026/feb/18/ukraine-russia-peace-talks-zelenskyy-trump-putin-denmark-greenland-europe-live,https://www.theguardian.com/world/live/2026/feb/18/ukraine-russia-peace-talks-zelenskyy-trump-putin-denmark-greenland-europe-live,Zelenskyy says no agreement on key issues in peace talks as he accuses Russia of ‘dragging out negotiations’ – as it happened,2026-02-18T16:07:54Z,4232
business/live/2026/feb/18/uk-inflation-fall-cost-of-living-interest-rates-house-prices-rents-news-updates,https://www.theguardian.com/business/live/2026/feb/18/uk-inflation-fall-cost-of-living-interest-rates-house-prices-rents-news-updates,March cut to UK interest rates more likely after inflation drops to 10-month low; London house prices fall – as it happened,2026-02-18T15:02:30Z,5936
world/2026/feb/18/latest-russia-ukraine-peace-talks-geneva-no-breakthrough,https://www.theguardian.com/world/2026/feb/18/latest-russia-ukraine-peace-talks-geneva-no-breakthrough,Zelenskyy accuses Russia of ‘trying to drag out’ process as Ukraine talks end without breakthrough,2026-02-18T14:34:19Z,607
money/2026/feb/18/household-energy-bills-in-great-britain-forecast-to-fall,https://www.theguardian.com/money/2026/feb/18/household-energy-bills-in-great-britain-forecast-to-fall,Household energy bills in Great Britain forecast to fall by £117 a year,2026-02-18T14:13:26Z,464
world/2026/feb/18/france-arrests-over-killing-far-right-activist-quentin-deranque-lyon,https://www.theguardian.com/world/2026/feb/18/france-arrests-over-killing-far-right-activist-quentin-deranque-lyon,Parliamentary aide among 11 arrested over killing of French far-right activist ,2026-02-18T13:09:57Z,605
sport/2026/feb/18/ukraine-sports-minister-slams-russia-winter-paralympics-entry,https://www.theguardian.com/sport/2026/feb/18/ukraine-sports-minister-slams-russia-winter-paralympics-entry,Ukraine officials to boycott Winter Paralympics opening ceremony over Russian athletes,2026-02-18T12:23:48Z,423
music/2026/feb/18/a-cry-of-pain-from-every-player-the-new-reality-of-ukraines-musicians,https://www.theguardian.com/music/2026/feb/18/a-cry-of-pain-from-every-player-the-new-reality-of-ukraines-musicians,‘A cry of pain from every player’: the new reality of Ukraine’s musicians,2026-02-18T12:19:08Z,852
law/2026/feb/18/international-criminal-court-icc-judges-trump-sanctions,https://www.theguardian.com/law/2026/feb/18/international-criminal-court-icc-judges-trump-sanctions,"Credit cards cancelled, Google accounts closed: ICC judges on life under Trump sanctions",2026-02-18T12:00:32Z,930
politics/2026/feb/18/bae-systems-urges-ministers-to-publish-delayed-military-spending-defence-investment-plan,https://www.theguardian.com/politics/2026/feb/18/bae-systems-urges-ministers-to-publish-delayed-military-spending-defence-investment-plan,Boss of BAE Systems urges ministers to publish delayed military spending plan,2026-02-18T10:36:46Z,502
books/2026/feb/18/the-disappearing-act-by-maria-stepanova-review-a-poetic-exploration-of-russian-guilt,https://www.theguardian.com/books/2026/feb/18/the-disappearing-act-by-maria-stepanova-review-a-poetic-exploration-of-russian-guilt,The Disappearing Act by Maria Stepanova review – a poetic exploration of Russian guilt,2026-02-18T09:00:04Z,759
sport/2026/feb/17/winter-olympics-briefing-italy-blades-of-glory-speed-skating,https://www.theguardian.com/sport/2026/feb/17/winter-olympics-briefing-italy-blades-of-glory-speed-skating,Winter Olympics briefing: Italy’s blades of glory deliver a lights-out performance,2026-02-18T08:00:04Z,1102
australia-news/2026/feb/18/afternoon-update-wednesday-ntwnfb,https://www.theguardian.com/australia-news/2026/feb/18/afternoon-update-wednesday-ntwnfb,Afternoon Update: Hanson condemned for ‘reprehensible’ comments; Americans top NZ ‘golden visa’ surge; and ringing in lunar new year,2026-02-18T05:49:40Z,489
commentisfree/2026/feb/18/us-military-support-european-defence-union-ukraine,https://www.theguardian.com/commentisfree/2026/feb/18/us-military-support-european-defence-union-ukraine,"Without US military support, we need a European defence union. Here’s what that looks like",2026-02-18T05:00:02Z,963
technology/2026/feb/18/delhi-ai-expo-modi-jostles-lead-south,https://www.theguardian.com/technology/2026/feb/18/delhi-ai-expo-modi-jostles-lead-south,Tech billionaires fly in for Delhi AI expo as Modi jostles to lead in south,2026-02-18T05:00:00Z,956
us-news/live/2026/feb/17/hillary-clinton-trump-epstein-iran-vance-latest-news-updates,https://www.theguardian.com/us-news/live/2026/feb/17/hillary-clinton-trump-epstein-iran-vance-latest-news-updates,"James Talarico gets Colbert bump, with assist from FCC, as voting starts in Texas primary – as it happened",2026-02-18T03:02:12Z,6094
world/2026/feb/18/ukraine-war-briefing-zelenskyy-says-trump-pressure-geneva-talks,https://www.theguardian.com/world/2026/feb/18/ukraine-war-briefing-zelenskyy-says-trump-pressure-geneva-talks,Ukraine war briefing: Zelenskyy says Trump exerting ‘unfair’ pressure on Kyiv during Geneva talks,2026-02-18T01:49:58Z,729
sport/2026/feb/17/winter-olympics-womens-figure-skating-short-program,https://www.theguardian.com/sport/2026/feb/17/winter-olympics-womens-figure-skating-short-program,Japanese teenager Ami Nakai overshadows USA’s Blade Angels in women’s figure skating opener,2026-02-18T00:01:41Z,813
sport/live/2026/feb/17/winter-olympics-2026-crunch-time-in-curling-slopestyle-bobsleigh-and-more-on-day-11-live,https://www.theguardian.com/sport/live/2026/feb/17/winter-olympics-2026-crunch-time-in-curling-slopestyle-bobsleigh-and-more-on-day-11-live,"Winter Olympics 2026: Team GB lose crunch men’s curling tie, Norway’s Frostad wins big air – as it happened",2026-02-17T22:27:21Z,8701
us-news/2026/feb/17/marco-rubio-viktor-orban-eu-disunity-analysis,https://www.theguardian.com/us-news/2026/feb/17/marco-rubio-viktor-orban-eu-disunity-analysis,Marco Rubio’s warm words to Viktor Orbán reinforce EU fears that US seeks disunity in Europe,2026-02-17T19:49:10Z,748
culture/2026/feb/17/javier-bardem-and-tilda-swinton-among-those-to-condemn-berlinales-silence-on-gaza,https://www.theguardian.com/culture/2026/feb/17/javier-bardem-and-tilda-swinton-among-those-to-condemn-berlinales-silence-on-gaza,Javier Bardem and Tilda Swinton among those to condemn Berlinale’s ‘silence’ on Gaza,2026-02-17T19:30:37Z,542
society/2026/feb/17/fostering-target-brings-hope-for-thousands-of-children,https://www.theguardian.com/society/2026/feb/17/fostering-target-brings-hope-for-thousands-of-children,Fostering target brings hope for thousands of children,2026-02-17T17:39:45Z,346
artanddesign/2026/feb/17/shigeru-ban-architect-cathedrals-quake-shelters-beer-crates-paper,https://www.theguardian.com/artanddesign/2026/feb/17/shigeru-ban-architect-cathedrals-quake-shelters-beer-crates-paper,Cardboard crazy! Scavenger genius Shigeru Ban on building cathedrals and quake shelters with paper ,2026-02-17T16:16:31Z,1450
world/live/2026/feb/17/ukraine-talks-geneva-russia-zelenskyy-putin-orban-rubio-latest-news-updates,https://www.theguardian.com/world/live/2026/feb/17/ukraine-talks-geneva-russia-zelenskyy-putin-orban-rubio-latest-news-updates,"France releases suspected Russian shadow fleet tanker after huge fine, as Ukraine peace talks begin – as it happened",2026-02-17T16:09:03Z,3412
football/2026/feb/17/leah-williamson-england-squad-world-cup-qualifiers-sarina-wiegman-contract,https://www.theguardian.com/football/2026/feb/17/leah-williamson-england-squad-world-cup-qualifiers-sarina-wiegman-contract,Williamson back for World Cup qualifiers as Wiegman denies contract is ‘distraction’,2026-02-17T13:23:08Z,535
us-news/2026/feb/17/first-thing-jesse-jackson-civil-rights-icon-dies-aged-84,https://www.theguardian.com/us-news/2026/feb/17/first-thing-jesse-jackson-civil-rights-icon-dies-aged-84,"First Thing: Jesse Jackson, civil rights icon, dies aged 84",2026-02-17T11:47:39Z,1057
world/2026/feb/17/russia-threatens-to-deploy-navy-vessels-shadow-fleet-europe,https://www.theguardian.com/world/2026/feb/17/russia-threatens-to-deploy-navy-vessels-shadow-fleet-europe,Russia threatens to deploy navy to protect vessels from ‘western piracy’,2026-02-17T09:46:07Z,453
sport/2026/feb/17/russian-woman-carried-ukraine-team-placard-at-winter-olympics-opening-ceremony,https://www.theguardian.com/sport/2026/feb/17/russian-woman-carried-ukraine-team-placard-at-winter-olympics-opening-ceremony,Russian woman carried Ukraine team placard at Winter Olympics opening ceremony,2026-02-17T09:14:45Z,299
film/2026/feb/17/dear-beautiful-beloved-review-a-powerful-message-from-the-ukrainian-frontline,https://www.theguardian.com/film/2026/feb/17/dear-beautiful-beloved-review-a-powerful-message-from-the-ukrainian-frontline,Dear Beautiful Beloved review – a powerful message from the Ukrainian frontline,2026-02-17T09:00:04Z,308
world/2026/feb/16/ukraine-russia-second-round-talks-fourth-anniversary-war,https://www.theguardian.com/world/2026/feb/16/ukraine-russia-second-round-talks-fourth-anniversary-war,Ukraine and Russia to meet for third round of talks as fourth anniversary of war looms,2026-02-17T08:49:20Z,960
commentisfree/2026/feb/17/donald-trump-world-health-organization-hypocrisy-nigel-farage,https://www.theguardian.com/commentisfree/2026/feb/17/donald-trump-world-health-organization-hypocrisy-nigel-farage,Trump has pulled the US out of the World Health Organization – here’s why that’s sheer hypocrisy,2026-02-17T08:00:03Z,779
us-news/2026/feb/17/trump-administration-news-updates-today,https://www.theguardian.com/us-news/2026/feb/17/trump-administration-news-updates-today,"Trump news at a glance: Ukraine must reach a deal with Russia ‘fast’, says president before trilateral talks ",2026-02-17T02:18:18Z,706
world/2026/feb/17/ukraine-war-briefing-kyivs-forces-made-fastest-battlefield-gains-since-2023-analysis-finds,https://www.theguardian.com/world/2026/feb/17/ukraine-war-briefing-kyivs-forces-made-fastest-battlefield-gains-since-2023-analysis-finds,"Ukraine war briefing: Kyiv’s forces made fastest battlefield gains since 2023, analysis finds",2026-02-17T01:48:54Z,648
sport/live/2026/feb/16/winter-olympics-2026-men-slalom-plus-curling-speed-skating-and-more-day-10-live,https://www.theguardian.com/sport/live/2026/feb/16/winter-olympics-2026-men-slalom-plus-curling-speed-skating-and-more-day-10-live,Winter Olympics 2026: Elana Meyers Taylor wins monobob gold for USA; Canada’s Oldham lands freeski big air crown – as it happened,2026-02-16T22:29:34Z,9327
sport/2026/feb/16/heraskevych-ban-reflects-badly-on-the-international-olympic-committee,https://www.theguardian.com/sport/2026/feb/16/heraskevych-ban-reflects-badly-on-the-international-olympic-committee,Heraskevych ban reflects badly on the International Olympic Committee,2026-02-16T16:51:36Z,414
world/live/2026/feb/16/marco-rubio-viktor-orban-hungary-ukraine-europe-france-germany-europe-live-news-updates,https://www.theguardian.com/world/live/2026/feb/16/marco-rubio-viktor-orban-hungary-ukraine-europe-france-germany-europe-live-news-updates,"Trump is ‘deeply committed to your success’, Rubio tells Orbán during Hungary visit – as it happened",2026-02-16T16:19:20Z,4795
world/2026/feb/16/cyprus-appeals-reduce-water-use-reservoirs-record-lows-drought,https://www.theguardian.com/world/2026/feb/16/cyprus-appeals-reduce-water-use-reservoirs-record-lows-drought,Cyprus appeals to residents to cut water use by two minutes a day amid drought,2026-02-16T14:49:31Z,897
politics/2026/feb/16/britain-needs-to-go-faster-on-defence-spending-keir-starmer,https://www.theguardian.com/politics/2026/feb/16/britain-needs-to-go-faster-on-defence-spending-keir-starmer,"Britain ‘needs to go faster’ on defence spending, Starmer says",2026-02-16T14:06:46Z,669
commentisfree/2026/feb/16/international-humanitarian-law-gaza-sudan-ukraine,https://www.theguardian.com/commentisfree/2026/feb/16/international-humanitarian-law-gaza-sudan-ukraine,International humanitarian law is at risk – but it still carries weight,2026-02-16T13:00:27Z,1307
us-news/2026/feb/16/first-thing-ukrainian-civilian-casualties-rose-by-26-in-2025,https://www.theguardian.com/us-news/2026/feb/16/first-thing-ukrainian-civilian-casualties-rose-by-26-in-2025,"First Thing: Ukrainian civilian casualties rose by 26% in 2025, researchers say",2026-02-16T11:49:30Z,1089
us-news/2026/feb/16/republicans-and-democrats-unite-to-condemn-trumps-attacks-on-allies,https://www.theguardian.com/us-news/2026/feb/16/republicans-and-democrats-unite-to-condemn-trumps-attacks-on-allies,Republicans and Democrats unite to condemn Trump’s attacks on allies,2026-02-16T11:00:25Z,837
commentisfree/2026/feb/16/marco-rubio-speech-europe-munich-jd-vance-maga-us,https://www.theguardian.com/commentisfree/2026/feb/16/marco-rubio-speech-europe-munich-jd-vance-maga-us,Why Marco Rubio’s ‘reassuring’ speech to Europe was nothing of the kind,2026-02-16T10:41:56Z,1157
world/2026/feb/16/ukrainian-civilian-casualties-surged-by-26-in-2025-say-researchers,https://www.theguardian.com/world/2026/feb/16/ukrainian-civilian-casualties-surged-by-26-in-2025-say-researchers,"Ukrainian civilian casualties surged by 26% in 2025, say researchers",2026-02-16T06:00:44Z,584
world/2026/feb/16/north-korea-housing-ukraine-war-families,https://www.theguardian.com/world/2026/feb/16/north-korea-housing-ukraine-war-families,Kim Jong-un unveils housing for families of North Koreans killed in Ukraine war,2026-02-16T03:49:20Z,443
us-news/2026/feb/16/trump-administration-news-updates-today-security-europe,https://www.theguardian.com/us-news/2026/feb/16/trump-administration-news-updates-today-security-europe,Trump news at a glance: EU chief hits back after US claims of Europe’s ‘civilisational erasure’ ,2026-02-16T02:07:06Z,577
world/2026/feb/16/ukraine-war-briefing-drone-attack-on-russian-port-sparks-fires-ahead-of-fresh-peace-talks,https://www.theguardian.com/world/2026/feb/16/ukraine-war-briefing-drone-attack-on-russian-port-sparks-fires-ahead-of-fresh-peace-talks,Ukraine war briefing: Drone attack on Russian port sparks fires ahead of fresh peace talks,2026-02-16T01:50:22Z,574
world/2026/feb/16/munich-security-conference-greenland-ukraine,https://www.theguardian.com/world/2026/feb/16/munich-security-conference-greenland-ukraine,What next for Greenland and Ukraine? Questions after the Munich security conference,2026-02-16T01:22:38Z,961
politics/2026/feb/15/top-british-and-german-military-chiefs-press-moral-case-for-rearmament,https://www.theguardian.com/politics/2026/feb/15/top-british-and-german-military-chiefs-press-moral-case-for-rearmament,British and German military chiefs press ‘moral’ case for rearmament ,2026-02-15T18:02:46Z,922
commentisfree/2026/feb/15/defence-chiefs-russia-rearmament-security-britain-germany-europe,https://www.theguardian.com/commentisfree/2026/feb/15/defence-chiefs-russia-rearmament-security-britain-germany-europe,"As defence chiefs, we must warn you about Russia and say this: rearmament is not warmongering",2026-02-15T18:00:28Z,798
politics/2026/feb/15/uk-considers-new-russia-sanctions-navalny-frog-toxin,https://www.theguardian.com/politics/2026/feb/15/uk-considers-new-russia-sanctions-navalny-frog-toxin,UK considers new Russia sanctions after Navalny frog toxin finding,2026-02-15T16:52:25Z,796
world/2026/feb/15/eu-foreign-policy-chief-criticises-fashionable-euro-bashing-by-the-us,https://www.theguardian.com/world/2026/feb/15/eu-foreign-policy-chief-criticises-fashionable-euro-bashing-by-the-us,EU foreign policy chief criticises ‘fashionable euro-bashing’ by US,2026-02-15T16:23:41Z,617
world/2026/feb/15/offer-to-join-trumps-new-era-is-met-with-growing-sense-of-european-steeliness,https://www.theguardian.com/world/2026/feb/15/offer-to-join-trumps-new-era-is-met-with-growing-sense-of-european-steeliness,Offer to join Trump’s new era is met with growing sense of European steeliness,2026-02-15T16:03:17Z,1289
politics/2026/feb/15/jonathan-powell-rejects-replacing-morgan-mcsweeney-starmer-chief-of-staff,https://www.theguardian.com/politics/2026/feb/15/jonathan-powell-rejects-replacing-morgan-mcsweeney-starmer-chief-of-staff,Jonathan Powell rejects overtures to replace McSweeney as Starmer’s chief of staff,2026-02-15T15:32:54Z,688
uk-news/2026/feb/15/welsh-munitions-factory-delay-bae-systems-glascoed-delay-shells-ukraine,https://www.theguardian.com/uk-news/2026/feb/15/welsh-munitions-factory-delay-bae-systems-glascoed-delay-shells-ukraine,Welsh munitions factory seen as crucial to boosting UK stockpiles and aiding Ukraine is yet to open,2026-02-15T15:16:49Z,823
lifeandstyle/2026/feb/15/readers-reply-can-you-acquire-courage,https://www.theguardian.com/lifeandstyle/2026/feb/15/readers-reply-can-you-acquire-courage,Readers reply: can you acquire courage?,2026-02-15T14:00:26Z,1487
politics/live/2026/feb/15/yvette-cooper-navalny-palestine-action-starmer-labour-uk-politics-live-news-updates,https://www.theguardian.com/politics/live/2026/feb/15/yvette-cooper-navalny-palestine-action-starmer-labour-uk-politics-live-news-updates,UK politics: Cooper defends Palestine Action ban despite court ruling it was unlawful – as it happened,2026-02-15T12:58:59Z,3106
uk-news/2026/feb/15/yvette-cooper-says-reform-and-greens-are-soft-on-russia-and-weak-on-nato,https://www.theguardian.com/uk-news/2026/feb/15/yvette-cooper-says-reform-and-greens-are-soft-on-russia-and-weak-on-nato,"Reform and Greens undermining UK commitment to Nato, Cooper says",2026-02-15T12:29:20Z,520
world/live/2026/feb/15/munich-security-conference-rubio-kallas-lagarde-europe-latest-news-updates,https://www.theguardian.com/world/live/2026/feb/15/munich-security-conference-rubio-kallas-lagarde-europe-latest-news-updates,"‘Woke Europe not facing civilisational erasure,’ says EU’s Kallas after Rubio’s Munich speech – as it happened",2026-02-15T12:08:00Z,3655
sport/2026/feb/15/ukrainian-skier-kateryna-kotsar-gets-engaged-winter-olympics-big-air-final,https://www.theguardian.com/sport/2026/feb/15/ukrainian-skier-kateryna-kotsar-gets-engaged-winter-olympics-big-air-final,Love is in the big air for Ukrainian skier after reaching Winter Olympics final,2026-02-15T10:09:29Z,388
news/ng-interactive/2026/feb/15/cuba-crisis-oil-shortage-venezuela-donald-trump-havana,https://www.theguardian.com/news/ng-interactive/2026/feb/15/cuba-crisis-oil-shortage-venezuela-donald-trump-havana,"No fuel, no tourists, no cash – this was the week the Cuban crisis got real",2026-02-15T06:00:15Z,1218
world/2026/feb/15/ukraine-war-briefing-zelenskyy-denounces-vladimir-putin-as-slave-to-war-at-munich-conference,https://www.theguardian.com/world/2026/feb/15/ukraine-war-briefing-zelenskyy-denounces-vladimir-putin-as-slave-to-war-at-munich-conference,Ukraine war briefing: Zelenskyy denounces Vladimir Putin as ‘slave to war’ at Munich conference ,2026-02-15T02:22:16Z,477
world/live/2026/feb/14/munich-security-conference-live-marco-rubio-keir-starmer-eu-europe-ukraine-russia-latest-news-updates,https://www.theguardian.com/world/live/2026/feb/14/munich-security-conference-live-marco-rubio-keir-starmer-eu-europe-ukraine-russia-latest-news-updates,"US pressure on Greenland is ‘totally unacceptable’, says Danish PM – as it happened",2026-02-14T20:49:29Z,14024
world/2026/feb/14/ukraine-wants-20-year-us-security-guarantee-to-sign-peace-deal,https://www.theguardian.com/world/2026/feb/14/ukraine-wants-20-year-us-security-guarantee-to-sign-peace-deal,Ukraine wants 20-year US security guarantee to sign peace deal,2026-02-14T18:44:40Z,839
world/2026/feb/14/alexei-navalny-poisoning-death-russia-frog-toxin,https://www.theguardian.com/world/2026/feb/14/alexei-navalny-poisoning-death-russia-frog-toxin,"Russia killed Alexei Navalny with frog toxin, UK and four European allies say",2026-02-14T14:03:57Z,754
world/2026/feb/14/denmark-us-powers-legal-action-greenland-washington-donald-trump-europe,https://www.theguardian.com/world/2026/feb/14/denmark-us-powers-legal-action-greenland-washington-donald-trump-europe,Danish state could face legal action over deal that gives US powers on its soil,2026-02-14T12:00:52Z,554
sport/2026/feb/13/cas-dismisses-ukrainians-appeal-over-helmet-of-memory-disqualification,https://www.theguardian.com/sport/2026/feb/13/cas-dismisses-ukrainians-appeal-over-helmet-of-memory-disqualification,Volodymyr Zelenskyy honours disqualified skeleton racer with order of freedom,2026-02-14T11:46:45Z,308
us-news/2026/feb/14/marco-rubio-us-child-of-europe-trump-munich,https://www.theguardian.com/us-news/2026/feb/14/marco-rubio-us-child-of-europe-trump-munich,Rubio tells Europe US wants renewed alliance – but on Trump’s terms,2026-02-14T10:21:26Z,665
commentisfree/2026/feb/14/jeff-bezos-washington-post-news-not-safe,https://www.theguardian.com/commentisfree/2026/feb/14/jeff-bezos-washington-post-news-not-safe,"Learn this from Bezos and the Washington Post: with hyper-capitalists in charge, your news is not safe ",2026-02-14T10:00:49Z,922
world/2026/feb/14/the-time-of-monsters-everyone-is-quoting-gramsci-but-what-did-he-actually-say,https://www.theguardian.com/world/2026/feb/14/the-time-of-monsters-everyone-is-quoting-gramsci-but-what-did-he-actually-say,‘The time of monsters’: everyone is quoting Gramsci – but what did he actually say?,2026-02-14T08:00:47Z,1009
news/2026/feb/14/six-great-reads-a-writers-last-words-inside-epsteins-world-and-on-the-zack-polanski-trail,https://www.theguardian.com/news/2026/feb/14/six-great-reads-a-writers-last-words-inside-epsteins-world-and-on-the-zack-polanski-trail,"Six great reads: a writer’s last words, inside Epstein’s world and on the Zack Polanski trail ",2026-02-14T06:00:49Z,469
world/2026/feb/14/soviet-era-heating-system-ukraine-russia-visual-guide,https://www.theguardian.com/world/2026/feb/14/soviet-era-heating-system-ukraine-russia-visual-guide,How a Soviet-era heating system exposes Ukraine to Russian attack – a visual guide,2026-02-14T06:00:46Z,490
world/2026/feb/14/ukraine-war-briefing-conflict-could-end-if-russia-economically-or-militarily-exhausted-says-germanys-merz,https://www.theguardian.com/world/2026/feb/14/ukraine-war-briefing-conflict-could-end-if-russia-economically-or-militarily-exhausted-says-germanys-merz,"Ukraine war briefing: conflict could end if Russia economically or militarily ‘exhausted’, says Germany’s Merz",2026-02-14T03:25:23Z,767
us-news/live/2026/feb/13/trump-climate-epa-repeal-pollution-john-kerry-us-politics-latest-news-updates,https://www.theguardian.com/us-news/live/2026/feb/13/trump-climate-epa-repeal-pollution-john-kerry-us-politics-latest-news-updates,Trump says regime change in Iran ‘would be the best thing’ as US military reportedly plans for operation – as it happened,2026-02-14T03:01:25Z,9239
sport/live/2026/feb/13/winter-olympics-2026-seven-gold-medals-up-for-grabs-gb-look-to-end-medal-drought-and-more-live,https://www.theguardian.com/sport/live/2026/feb/13/winter-olympics-2026-seven-gold-medals-up-for-grabs-gb-look-to-end-medal-drought-and-more-live,"Winter Olympics 2026: Weston ends GB drought, Heraskevych’s appeal rejected by Cas – as it happened",2026-02-13T22:33:50Z,7243
sport/live/2026/feb/13/winter-olympics-ilia-malinin-figure-skating-free-skate,https://www.theguardian.com/sport/live/2026/feb/13/winter-olympics-ilia-malinin-figure-skating-free-skate,Winter Olympics: Ilia Malinin misses podium in figure skating shock; Shaidorov takes gold – as it happened,2026-02-13T22:11:18Z,6166
world/live/2026/feb/13/munich-security-conference-rubio-flies-in-amid-testing-times-for-us-europe-ties-live,https://www.theguardian.com/world/live/2026/feb/13/munich-security-conference-rubio-flies-in-amid-testing-times-for-us-europe-ties-live,Macron swipes at Trump tariffs and Greenland threats; Zelenskyy has strong words for Russia – as it happened,2026-02-13T20:49:06Z,12257
world/2026/feb/13/us-not-powerful-enough-to-go-it-alone-merz-tells-munich-conference,https://www.theguardian.com/world/2026/feb/13/us-not-powerful-enough-to-go-it-alone-merz-tells-munich-conference,"US ‘not powerful enough to go it alone’, Merz tells Munich conference",2026-02-13T19:47:04Z,1006
commentisfree/2026/feb/13/the-guardian-view-on-the-bbc-world-service-this-is-london-calling,https://www.theguardian.com/commentisfree/2026/feb/13/the-guardian-view-on-the-bbc-world-service-this-is-london-calling,The Guardian view on the BBC World Service: this is London calling,2026-02-13T18:25:31Z,592
